,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,Model,Age,new_price_num
167,Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,2,20.0,1399.0,68.0,5.0,,2.1,Ford,Figo Diesel,10,
168,BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,3,15.3,2993.0,258.0,5.0,,45.0,BMW,X5 xDrive,5,
169,Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,3,19.27,2143.0,167.62,5.0,,33.66,Mercedes-Benz,New C-Class,3,
170,Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,2,19.4,1198.0,86.8,5.0,,3.65,Honda,Brio V,8,
171,Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,2.75,Hyundai,i10 Magna,7,
172,Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,3,17.9,2143.0,170.0,5.0,,42.5,Mercedes-Benz,GLC 220,4,
173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,3,18.9,1197.0,81.86,5.0,7.39 Lakh,6.5,Hyundai,Grand i10,1,7.39
174,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,2,17.68,1968.0,174.33,5.0,,19.0,Audi,A6 2011-2015,8,
175,Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,2,14.4,1598.0,103.6,5.0,,4.45,Volkswagen,Vento Petrol,7,
176,Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,2,16.6,1998.0,112.0,5.0,,23.0,Mini Cooper,Countryman Cooper,3,
177,Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,3,22.54,1396.0,88.73,5.0,,8.35,Hyundai,i20 Asta,6,
178,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,,22.95,Audi,A6 2011-2015,6,
179,Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,3,25.44,936.0,57.6,5.0,,1.5,Chevrolet,Beat Diesel,8,
180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,3,13.7,1798.0,157.75,5.0,,6.89,Skoda,Superb Elegance,8,
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,2,17.8,1399.0,68.0,5.0,,1.45,Ford,Fiesta 1.4,14,
182,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,3,22.48,1995.0,190.0,5.0,69.47 Lakh,33.5,BMW,5 Series,6,69.47
183,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,3,12.9,1598.0,102.5,5.0,,1.25,Chevrolet,Optra Magnum,13,
184,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,,4.2,Volkswagen,Polo Diesel,8,
185,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,3,19.98,1461.0,108.5,8.0,,6.75,Renault,Lodgy 110PS,5,
186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,3,13.0,2143.0,201.1,5.0,,32.0,Mercedes-Benz,E-Class E250,6,
187,Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,3,21.4,1197.0,83.1,5.0,8.78 Lakh,7.5,Maruti,Baleno Alpha,3,8.78
188,Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,3,22.32,1582.0,126.32,5.0,,4.6,Hyundai,Verna 1.6,8,
189,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,3,19.81,1086.0,68.05,5.0,,4.04,Hyundai,i10 Magna,3,
190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,3,15.4,1997.0,120.0,7.0,,10.31,Mahindra,Scorpio 1.99,4,
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,3,12.7,2179.0,187.7,5.0,,55.76,Land Rover,Rover Range,2,
192,Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,3,20.0,1399.0,68.0,5.0,,2.6,Ford,Figo Diesel,10,
193,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,3,25.47,1248.0,88.5,7.0,12.74 Lakh,8.5,Maruti,Ertiga ZDI,4,12.74
194,Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,3,,,,,,2.95,Honda,City 1.5,13,
195,Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,3,25.8,1498.0,98.6,5.0,,3.5,Honda,Amaze S,6,
196,Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,3.55,Hyundai,i10 Magna,5,
197,Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,3,25.8,1498.0,98.6,5.0,,3.25,Honda,Amaze S,7,
198,Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,3,17.5,1896.0,106.0,5.0,,4.5,Skoda,Laura Ambiente,12,
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,3,19.87,1461.0,83.8,5.0,,5.35,Renault,Duster 85PS,6,
200,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,2,17.45,1493.0,100.0,7.0,10.52 Lakh,6.5,Mahindra,NuvoSport N6,3,10.52
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,11.98 Lakh,9.0,Maruti,Vitara Brezza,4,11.98
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,3,18.6,1197.0,81.83,5.0,,6.0,Hyundai,i20 Asta,4,
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,3,14.7,1390.0,85.0,5.0,,2.75,Skoda,Fabia 1.4,11,
204,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,3,15.64,1193.0,64.1,5.0,,1.5,Tata,Indigo eCS,10,
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,3,15.73,1968.0,174.33,5.0,,19.9,Audi,Q3 2012-2015,5,
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,3,14.7,1798.0,177.5,5.0,,10.0,Skoda,Octavia Elegance,6,
207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,3,23.59,1364.0,67.06,5.0,,3.0,Toyota,Etios Liva,6,
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,3,16.1,,,,,2.11,Maruti,Swift 1.3,10,
209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,3,14.8,1595.0,120.7,5.0,,11.96,Mercedes-Benz,B Class,6,
210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,3,27.4,1498.0,98.6,5.0,8.54 Lakh,3.25,Honda,Amaze S,7,8.54
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,2,22.32,1582.0,126.32,5.0,,4.75,Hyundai,Verna 1.6,8,
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,3,20.46,1461.0,83.8,5.0,,5.95,Renault,Duster 85PS,6,
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,2,15.29,1591.0,121.3,5.0,,8.15,Hyundai,Creta 1.6,5,
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,3,20.51,998.0,67.0,5.0,,4.22,Maruti,Wagon R,4,
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,3,11.74,1796.0,186.0,5.0,,10.5,Mercedes-Benz,New C-Class,10,
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,3,11.8,2967.0,246.7,5.0,,45.0,Audi,A8 L,8,
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,2,19.81,1086.0,68.05,5.0,,2.9,Hyundai,i10 Magna,8,
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,3,14.3,1598.0,103.52,5.0,,8.9,Skoda,Rapid 1.6,3,
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,3,14.67,1798.0,177.46,5.0,33.58 Lakh,26.0,Skoda,Superb Style,3,33.58
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,3,17.19,1197.0,81.86,5.0,,8.22,Hyundai,i20 Active,2,
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,2,25.8,1498.0,98.6,5.0,,3.5,Honda,Amaze VX,6,
222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,2,18.9,998.0,67.1,5.0,,1.25,Maruti,Wagon R,16,
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,3,21.03,1461.0,65.0,5.0,9.12 Lakh,3.7,Mahindra,Verito 1.5,7,9.12
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,3,19.27,2143.0,167.62,5.0,,39.41,Mercedes-Benz,New C-Class,2,
225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,3,22.5,998.0,67.04,5.0,5.29 Lakh,2.65,Maruti,Wagon R,7,5.29
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,2,19.01,1461.0,108.5,5.0,,8.92,Nissan,Terrano XV,5,
227,Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,3,17.8,1248.0,,5.0,,4.1,Maruti,Swift VDI,7,
228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,3,16.82,1998.0,189.08,4.0,44.28 Lakh,35.67,Mini Cooper,Cooper Convertible,3,44.28
229,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,3,,1498.0,99.0,,,3.6,Ford,Figo Diesel,5,
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,2,17.2,1396.0,53.5,5.0,,0.85,Tata,Indica V2,13,
231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,2,18.6,1199.0,76.8,5.0,,3.32,Chevrolet,Beat LT,4,
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,,3.6,Volkswagen,Polo Diesel,8,
233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,,6.8,Maruti,Swift ZDi,4,
234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,3,20.0,1399.0,68.05,5.0,,2.5,Ford,Figo Diesel,8,
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,3,11.36,2755.0,171.5,7.0,20.74 Lakh,19.64,Toyota,Innova Crysta,1,20.74
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,2,11.72,2199.0,194.3,7.0,,7.0,Hyundai,Santa Fe,9,
237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,3,17.4,1497.0,117.3,5.0,11.74 Lakh,3.87,Honda,City i-VTEC,9,11.74
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,3,18.6,1197.0,81.83,5.0,,6.27,Hyundai,i20 1.2,2,
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,3,19.27,2143.0,167.62,5.0,,18.12,Mercedes-Benz,New C-Class,5,
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,3,25.44,936.0,57.6,5.0,,2.65,Chevrolet,Beat Diesel,7,
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,3,22.54,1396.0,88.73,5.0,,7.2,Hyundai,i20 Sportz,5,
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,3,12.99,2494.0,100.6,7.0,,14.3,Toyota,Innova 2.5,5,
243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,3,20.77,1248.0,88.76,7.0,,6.9,Maruti,Ertiga VDI,7,
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,3,12.8,2494.0,102.0,7.0,,10.75,Toyota,Innova 2.5,6,
245,Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,1,17.0,1086.0,,5.0,,0.95,Hyundai,Santro Xing,13,
246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,3,17.8,1497.0,117.3,5.0,,8.09,Honda,City i,4,
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,3,17.05,1995.0,184.0,5.0,,18.5,BMW,X1 sDrive20d,6,
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,3,24.0,1120.0,70.0,5.0,,4.75,Hyundai,Grand i10,3,
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,3,28.09,1248.0,88.5,5.0,,8.45,Maruti,Ciaz 1.3,4,
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,3,20.5,1598.0,103.6,5.0,,3.5,Skoda,Rapid Leisure,8,
251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,3,13.1,1493.0,82.0,5.0,,1.8,Hyundai,Accent CRDi,14,
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,2,19.91,1498.0,103.6,5.0,,3.7,Volkswagen,Polo GT,6,
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,3,18.7,1199.0,88.7,5.0,,7.17,Honda,Jazz 1.2,3,
254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,3,19.81,1086.0,68.05,5.0,,1.75,Hyundai,i10 Era,10,
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,3,16.38,1995.0,183.0,5.0,,21.99,Hyundai,Tucson 2.0,2,
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,3,13.68,2393.0,147.8,7.0,25.52 Lakh,18.65,Toyota,Innova Crysta,3,25.52
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,1,19.7,796.0,35.0,5.0,,1.85,Maruti,Omni MPI,9,
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,2,20.4,1197.0,81.8,5.0,,5.95,Maruti,Swift VXI,3,
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,3,18.9,1197.0,82.0,5.0,,3.75,Hyundai,Grand i10,6,
260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,,3.75,Maruti,Swift VDI,8,
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,3,22.0,1582.0,126.2,5.0,14.07 Lakh,2.6,Hyundai,Verna CRDi,12,14.07
262,Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,3,,1086.0,,5.0,,1.75,Hyundai,Santro Xing,14,
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,3,17.0,1197.0,80.0,5.0,,2.8,Hyundai,i20 1.2,10,
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,3,11.57,2987.0,254.79,5.0,95.13 Lakh,61.29,Mercedes-Benz,GLE 350d,3,95.13
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,2,15.8,2148.0,170.0,5.0,,18.0,Mercedes-Benz,New C-Class,6,
266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,3,23.2,1248.0,73.94,5.0,,4.35,Maruti,Ritz ZDi,6,
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,3,19.67,1582.0,126.2,5.0,,13.75,Hyundai,Creta 1.6,4,
268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,3,19.0,998.0,66.1,5.0,,2.0,Maruti,A-Star Vxi,10,
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,3,19.64,1461.0,108.45,5.0,,10.0,Renault,Duster 110PS,4,
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,3,17.8,1248.0,76.0,5.0,,1.65,Fiat,Grande Punto,10,
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,3,16.55,2993.0,258.0,5.0,,45.77,BMW,X3 xDrive30d,3,
272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,2,20.36,1197.0,78.9,5.0,,3.25,Hyundai,i10 Sportz,10,
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,3,12.8,2494.0,102.0,7.0,,12.8,Toyota,Innova 2.5,4,
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,1,17.3,993.0,60.0,5.0,,0.55,Maruti,Zen VXI,18,
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,3,28.4,1248.0,74.0,5.0,,7.15,Maruti,Swift VDI,2,
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,2,12.05,2179.0,120.0,8.0,,7.0,Mahindra,Scorpio VLX,7,
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,3,22.95,1248.0,74.0,5.0,8.34 Lakh,3.75,Tata,Zest Quadrajet,3,8.34
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,3,18.88,999.0,123.24,5.0,,8.5,Ford,EcoSport 1.0,3,
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,3,23.4,1248.0,74.0,5.0,,4.35,Maruti,Swift Dzire,8,
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,3,22.74,796.0,47.3,5.0,,3.26,Maruti,Alto 800,4,
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,,4.21,Honda,City 1.5,9,
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,,70.36,Audi,Q7 3.0,2,
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,2,17.0,1896.0,105.0,5.0,,2.95,Skoda,Laura 1.9,11,
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,3,17.1,1591.0,121.3,5.0,,4.28,Hyundai,Verna 1.6,8,
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,,3.57,Honda,City 1.5,11,
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,3,21.9,1396.0,88.8,5.0,,3.11,Hyundai,i20 Magna,7,
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,3,15.0,1396.0,98.6,5.0,,5.96,Hyundai,i20 Sportz,6,
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,,4.7,Volkswagen,Vento Diesel,9,
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,3,17.4,1497.0,117.3,5.0,,6.9,Honda,City i,6,
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,3,22.95,1248.0,74.0,5.0,8.34 Lakh,5.25,Tata,Zest Quadrajet,2,8.34
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,3,18.48,1995.0,177.0,5.0,,28.0,BMW,5 Series,5,
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,3,18.9,1061.0,67.0,5.0,,1.35,Maruti,Wagon R,11,
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,3,18.2,1199.0,88.7,5.0,8.85 Lakh,4.85,Honda,Jazz VX,5,8.85
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,3,15.0,1896.0,105.0,5.0,,6.7,Volkswagen,Jetta 2007-2011,8,
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,3.1,Hyundai,i10 Magna,10,
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,3,19.27,2143.0,170.0,5.0,,18.64,Mercedes-Benz,New C-Class,5,
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,2.8,Hyundai,i10 Magna,8,
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,3,13.68,2393.0,147.8,7.0,25.4 Lakh,20.25,Toyota,Innova Crysta,4,25.4
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,,26.78,Audi,A6 2011-2015,5,
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,2,12.99,2494.0,100.6,7.0,,8.26,Toyota,Innova 2.5,10,
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,3,16.47,1198.0,73.9,5.0,,3.89,Volkswagen,Polo Petrol,5,
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,3,20.92,998.0,67.1,5.0,,2.1,Maruti,Alto K10,9,
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,3,18.0,1497.0,117.3,5.0,16.67 Lakh,12.69,Honda,City i-VTEC,3,16.67
304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,3,17.0,1405.0,70.0,5.0,,2.58,Tata,Indigo LX,7,
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,,20.77,Audi,A6 2011-2015,6,
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,,20.26,Mercedes-Benz,GLA Class,5,
307,Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,2,,1086.0,,5.0,,1.5,Hyundai,Santro Xing,14,
308,Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,3,17.8,1248.0,,5.0,,2.5,Maruti,Swift VDI,9,
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,3,23.1,998.0,67.04,5.0,,4.25,Maruti,Celerio VXI,6,
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,3,17.9,2143.0,201.15,5.0,79.43 Lakh,57.0,Mercedes-Benz,GLE 250d,3,79.43
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,3,12.7,2179.0,187.7,5.0,,44.0,Land Rover,Rover Range,3,
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,3,20.54,1598.0,103.6,5.0,,3.65,Volkswagen,Vento Diesel,9,
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,3,14.0,796.0,35.0,5.0,,2.05,Maruti,Omni 8,8,
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,3,18.5,1198.0,86.8,5.0,6.62 Lakh,3.13,Honda,Brio 1.2,8,6.62
315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,2,14.07,2956.0,83.1,7.0,,1.5,Tata,Sumo Delux,20,
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,3,18.0,1248.0,75.0,5.0,,2.85,Tata,Indica Vista,8,
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,3,18.9,998.0,67.1,5.0,,2.65,Maruti,Wagon R,8,
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,3,16.0,2179.0,140.0,7.0,,10.6,Mahindra,XUV500 W8,5,
319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,2,17.1,1396.0,70.0,5.0,,1.25,Tata,Indigo LS,12,
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,3,16.02,1373.0,93.7,7.0,,8.25,Maruti,Ertiga Paseo,2,
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,3,11.7,2354.0,177.6,5.0,,4.45,Honda,Accord 2.4,9,
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,3,19.3,1248.0,73.9,5.0,,3.7,Maruti,Swift Dzire,8,
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,3,17.8,1399.0,68.0,5.0,,2.8,Ford,Fiesta EXi,11,
324,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,3,17.7,1497.0,78.0,5.0,,1.8,Honda,City ZX,12,
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,3,17.68,1968.0,174.33,5.0,,21.95,Audi,A6 2011-2015,6,
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,3,9.52,2993.0,313.0,4.0,,49.0,BMW,6 Series,9,
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,3,14.75,2967.0,245.0,7.0,1.04 Cr,62.67,Audi,Q7 45,3,104.0
328,Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,3,20.78,998.0,67.1,5.0,,1.4,Maruti,Zen Estilo,12,
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,3,23.0,1396.0,90.0,5.0,,5.5,Hyundai,i20 1.4,8,
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,1,16.95,1197.0,78.9,5.0,,2.95,Hyundai,i10 Sportz,11,
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,3,19.0,1199.0,88.7,5.0,,6.86,Honda,Jazz 1.2,4,
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,3,25.2,1248.0,74.0,5.0,,6.15,Maruti,Swift VDI,5,
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,2,18.5,1197.0,82.85,5.0,,3.3,Hyundai,i20 Asta,9,
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,3,16.47,1198.0,73.9,5.0,,2.55,Volkswagen,Polo Petrol,9,
